Gene.name,Species assembly: mm10,"Association rule: Single nearest gene: 500000 bp max extension, curated regulatory domains included"
0610037L13Rik,unnamed (-322),
1110002E22Rik,unnamed (-980),
1110004F10Rik,unnamed (+104082),
1110008F13Rik,unnamed (-260),
1110032F04Rik,unnamed (-622),
1110038F14Rik,"unnamed (+8306), unnamed (+25490), unnamed (+26030)",
1110059E24Rik,unnamed (-162),
1110065P20Rik,unnamed (-438),
1190002N15Rik,unnamed (+470727),
1500009L16Rik,"unnamed (+63043), unnamed (+277979)",
1500011B03Rik,unnamed (+2299),
1500015O10Rik,unnamed (+172),
1520401A03Rik,unnamed (+14365),
1600012H06Rik,unnamed (-202),
1600014C23Rik,"unnamed (-88858), unnamed (-72096)",
1700001O22Rik,"unnamed (+43034), unnamed (+79559), unnamed (+85021)",
1700003E16Rik,"unnamed (+5990), unnamed (+9420)",
1700003F12Rik,unnamed (-8172),
1700007G11Rik,unnamed (-22455),
1700010I14Rik,unnamed (+43739),
1700011L22Rik,unnamed (+39540),
1700012A03Rik,"unnamed (-111819), unnamed (+129598), unnamed (+195907), unnamed (+211693)",
1700016C15Rik,unnamed (-89373),
1700016H13Rik,"unnamed (-36489), unnamed (-36186)",
1700016K19Rik,unnamed (+120),
1700017N19Rik,unnamed (+108634),
1700018B08Rik,"unnamed (+61130), unnamed (+100146), unnamed (+116523), unnamed (+150040), unnamed (+182591)",
1700021F05Rik,unnamed (+143),
1700022I11Rik,unnamed (+4608),
1700024P04Rik,unnamed (-44695),
1700025G04Rik,"unnamed (-743), unnamed (+90409), unnamed (+94013)",
1700029H14Rik,unnamed (+32717),
1700029I15Rik,unnamed (+6688),
1700030J22Rik,unnamed (+39),
1700034E13Rik,unnamed (-3514),
1700034I23Rik,unnamed (-523),
1700040L02Rik,"unnamed (+69), unnamed (+31625), unnamed (+76740)",
1700056E22Rik,"unnamed (-37), unnamed (+226485)",
1700067P10Rik,"unnamed (+8090), unnamed (+11543)",
1700122O11Rik,"unnamed (+6655), unnamed (+49381)",
1700129C05Rik,"unnamed (+152907), unnamed (+355507)",
1810010D01Rik,unnamed (+15056),
1810011O10Rik,"unnamed (+210), unnamed (+54778), unnamed (+92249), unnamed (+142099)",
1810013L24Rik,"unnamed (+1022), unnamed (+50471)",
1810022K09Rik,unnamed (-32),
1810032O08Rik,unnamed (-216),
1810037I17Rik,"unnamed (-156), unnamed (+276)",
1810055G02Rik,unnamed (+11008),
2010107G23Rik,unnamed (+8882),
2010109A12Rik,"unnamed (+111), unnamed (+16047)",
2010300C02Rik,"unnamed (+89), unnamed (+21113), unnamed (+25447)",
2310033P09Rik,unnamed (-165),
2310057J18Rik,unnamed (+142170),
2310057M21Rik,unnamed (+237),
2410015M20Rik,unnamed (+145),
2410131K14Rik,"unnamed (+19223), unnamed (+81973), unnamed (+86830), unnamed (+135556)",
2510009E07Rik,"unnamed (+320), unnamed (+36246)",
2610008E11Rik,unnamed (+118),
2610044O15Rik8,unnamed (-199),
2610301B20Rik,"unnamed (-99698), unnamed (+124)",
2610524H06Rik,unnamed (-166),
2700062C07Rik,unnamed (-3117),
2810408A11Rik,unnamed (+282),
2900026A02Rik,"unnamed (-20831), unnamed (+4560), unnamed (+14187)",
3110018I06Rik,"unnamed (-17696), unnamed (+28202)",
3110082I17Rik,unnamed (-206),
3632451O06Rik,unnamed (+103642),
4833420G17Rik,unnamed (-91),
4921504E06Rik,unnamed (-89),
4921507P07Rik,unnamed (+11171),
4921536K21Rik,unnamed (+8744),
4930404H24Rik,"unnamed (-51242), unnamed (-46923), unnamed (+4256)",
4930412O13Rik,unnamed (+590),
4930430F08Rik,unnamed (+267),
4930444G20Rik,"unnamed (+9488), unnamed (+73746)",
4930447A16Rik,"unnamed (-31963), unnamed (-6490)",
4930452B06Rik,"unnamed (-156), unnamed (+57418)",
4930467E23Rik,"unnamed (-30667), unnamed (-24268), unnamed (-19874), unnamed (-16182), unnamed (+55276), unnamed (+206284)",
4930470P17Rik,unnamed (+15155),
4930504O13Rik,unnamed (-912),
4930546C10Rik,"unnamed (-168490), unnamed (-26263), unnamed (+258020)",
4930564D02Rik,unnamed (+61028),
4930583I09Rik,unnamed (+33085),
4931429L15Rik,unnamed (-149760),
4932411N23Rik,unnamed (+38002),
4932438H23Rik,unnamed (-16083),
4933402J07Rik,"unnamed (+81643), unnamed (+99678), unnamed (+152413), unnamed (+183905)",
4933412E24Rik,unnamed (-80782),
4933413G19Rik,unnamed (-156),
4933415A04Rik,unnamed (-27071),
5330417H12Rik,unnamed (-65950),
5430427O19Rik,unnamed (+63356),
5530401A14Rik,unnamed (-351659),
5730455P16Rik,unnamed (+31),
5730480H06Rik,unnamed (-166),
5730507C01Rik,unnamed (+95648),
5730508B09Rik,"unnamed (-184160), unnamed (-25889)",
5730522E02Rik,"unnamed (+79638), unnamed (+347710)",
6030458C11Rik,unnamed (+106330),
6430548M08Rik,unnamed (+600),
6430573F11Rik,"unnamed (+75967), unnamed (+91759), unnamed (+154473)",
6720489N17Rik,unnamed (-199),
7530416G11Rik,unnamed (-16667),
8030423J24Rik,unnamed (-11659),
9030617O03Rik,"unnamed (-4), unnamed (+31681)",
9130230L23Rik,unnamed (-65548),
9130409J20Rik,unnamed (+28097),
9230112D13Rik,"unnamed (-28901), unnamed (-26306)",
9530077C05Rik,unnamed (+13),
A130051J06Rik,unnamed (-88956),
A1bg,"unnamed (-236971), unnamed (-206951)",
A230072I06Rik,unnamed (-135920),
A2ml1,unnamed (-15801),
A330070K13Rik,unnamed (-229708),
A3galt2,unnamed (-15131),
A430005L14Rik,"unnamed (-73921), unnamed (-205)",
A530084C06Rik,unnamed (-6828),
A730061H03Rik,"unnamed (-228), unnamed (+223), unnamed (+588)",
A830010M20Rik,unnamed (+44158),
A830018L16Rik,unnamed (-84714),
A830031A19Rik,unnamed (-1311),
A930002H24Rik,"unnamed (+14169), unnamed (+104568)",
A930004D18Rik,"unnamed (+5849), unnamed (+9460), unnamed (+10188), unnamed (+10996)",
A930018P22Rik,unnamed (+54319),
AI314180,"unnamed (-151), unnamed (+1151)",
AI429214,unnamed (+119),
AI593442,unnamed (-96992),
AI661453,unnamed (-144),
AW146154,unnamed (+252),
AW209491,unnamed (-137),
AW549877,unnamed (+22),
AY074887,unnamed (-143),
Aacs,"unnamed (-9862), unnamed (+12400)",
Aagab,"unnamed (+56366), unnamed (+60690), unnamed (+60930)",
Aak1,unnamed (-148),
Aar2,unnamed (+194),
Aasdh,unnamed (-18213),
Aasdhppt,unnamed (+90),
Aatk,unnamed (-18359),
Abat,unnamed (+11190),
Abca1,unnamed (+1056),
Abca15,unnamed (-519),
Abca2,unnamed (+2050),
Abca4,"unnamed (+53523), unnamed (+60138)",
Abca7,unnamed (-640),
Abcb8,unnamed (+987),
Abcb9,unnamed (+21903),
Abcc12,"unnamed (-6203), unnamed (+190650)",
Abcc4,unnamed (+112),
Abcc5,unnamed (-136),
Abcc6,unnamed (+16701),
Abcc9,unnamed (-18),
Abcd2,unnamed (+49),
Abcd3,"unnamed (-43), unnamed (+476)",
Abcf2,unnamed (-246),
Abcf3,unnamed (-340),
Abcg1,"unnamed (-45908), unnamed (+8542)",
Abcg2,unnamed (+14264),
Abhd11,unnamed (-574),
Abhd12,unnamed (+168),
Abhd14b,unnamed (+2477),
Abhd17c,"unnamed (+8301), unnamed (+8604)",
Abhd4,unnamed (+129),
Abhd5,unnamed (+279),
Abi1,unnamed (+53),
Abi2,unnamed (-295),
Abl1,"unnamed (-4797), unnamed (+60990)",
Ablim1,unnamed (+97124),
Abr,"unnamed (-61640), unnamed (+43307)",
Abt1,"unnamed (-8802), unnamed (-7526)",
Abtb1,unnamed (-85),
Abtb2,"unnamed (+34016), unnamed (+43430), unnamed (+65767)",
Acaa2,"unnamed (-71810), unnamed (-182)",
Acad11,unnamed (+202),
Acad9,unnamed (+290),
Acadl,unnamed (-1028),
Acan,unnamed (-62998),
Acap2,unnamed (-95),
Acbd3,unnamed (+14958),
Acbd5,unnamed (+270),
Accs,unnamed (+162),
Accsl,unnamed (-4504),
Acer2,unnamed (+115149),
Ache,unnamed (-269),
Ackr3,"unnamed (+116), unnamed (+28010), unnamed (+28243), unnamed (+79622)",
Aco2,unnamed (-7),
Acot11,"unnamed (-42959), unnamed (-35313), unnamed (-35014), unnamed (-34731), unnamed (+5285)",
Acot6,unnamed (+732),
Acox3,unnamed (+26610),
Acoxl,unnamed (+121009),
Acpt,unnamed (+10032),
Acsbg2,unnamed (+15404),
Acsl3,unnamed (-8459),
Acsl5,unnamed (+18327),
Acsm4,unnamed (-9846),
Acss2,unnamed (-279),
Acss3,unnamed (+60),
Acta1,unnamed (+3416),
Actb,unnamed (-373),
Actg1,"unnamed (+40396), unnamed (+40908), unnamed (+43591)",
Actl10,unnamed (+346),
Actn1,unnamed (+295),
Actn4,"unnamed (+13444), unnamed (+14231)",
Actr10,unnamed (-29839),
Actr2,unnamed (-20038),
Actr3,unnamed (-278),
Actr6,unnamed (+25),
Actrt2,"unnamed (-73451), unnamed (-59668), unnamed (+4874)",
Actrt3,"unnamed (-942), unnamed (+4509), unnamed (+91724), unnamed (+101374), unnamed (+108100)",
Acvr1,"unnamed (-823), unnamed (+33136)",
Acvr2a,"unnamed (-495921), unnamed (-495536), unnamed (+666)",
Acvr2b,unnamed (+5884),
Acvrl1,"unnamed (+15162), unnamed (+16948)",
Acy1,unnamed (-27),
Adam11,unnamed (+16883),
Adam12,unnamed (-38661),
Adam17,unnamed (+213),
Adam19,unnamed (+17250),
Adamts12,"unnamed (+513), unnamed (+33188)",
Adamts14,"unnamed (-2535), unnamed (+46482)",
Adamts15,"unnamed (+179718), unnamed (+180146)",
Adamts17,"unnamed (+4907), unnamed (+123172)",
Adamts2,unnamed (+71076),
Adamts20,unnamed (+378553),
Adamts3,unnamed (+38367),
Adamts4,unnamed (+691),
Adamts6,unnamed (+223607),
Adamts9,unnamed (-61493),
Adamtsl1,"unnamed (-222256), unnamed (-216217), unnamed (-215636), unnamed (-152370), unnamed (-33345), unnamed (-33028), unnamed (-55)",
Adat3,unnamed (+135),
Adck1,unnamed (+57),
Adcy1,"unnamed (-167637), unnamed (-139470)",
Adcy2,"unnamed (-252964), unnamed (+163111)",
Adcy3,unnamed (+46486),
Adcy5,unnamed (+85759),
Add3,unnamed (-28659),
Adgrb1,unnamed (+62),
Adgrl1,"unnamed (-884), unnamed (-323), unnamed (+3348)",
Adgrl2,"unnamed (-132851), unnamed (-35601), unnamed (-34916), unnamed (+220092)",
Adgrl3,"unnamed (-290397), unnamed (-290123), unnamed (-289068), unnamed (-120800), unnamed (+350374)",
Adh5,unnamed (+293),
Adi1,unnamed (+375),
Adipor1,unnamed (-3530),
Adipor2,"unnamed (-1466), unnamed (-1100)",
Adk,unnamed (+97325),
Adnp,"unnamed (-327), unnamed (+37260), unnamed (+52482)",
Adpgk,"unnamed (-21762), unnamed (+80)",
Adprhl2,"unnamed (+7113), unnamed (+14639)",
Adprm,unnamed (+103),
Adra1a,unnamed (+15202),
Adra1b,"unnamed (-75041), unnamed (+62454)",
Adrb1,"unnamed (-57930), unnamed (+27178)",
Adrb2,unnamed (+42728),
Adrm1,unnamed (+127),
Adss,unnamed (+149),
Aebp2,unnamed (-30108),
Afap1,"unnamed (-21344), unnamed (-113), unnamed (+681), unnamed (+1754), unnamed (+28565), unnamed (+78808), unnamed (+79628)",
Afap1l1,unnamed (-3629),
Afap1l2,"unnamed (-9397), unnamed (+227), unnamed (+10814)",
Afdn,"unnamed (-103636), unnamed (-66179), unnamed (-340)",
Aff1,unnamed (+6500),
Aff3,"unnamed (-1003), unnamed (+156350), unnamed (+242506)",
Aff4,unnamed (+351),
Aftph,"unnamed (-14173), unnamed (-13289), unnamed (+16340), unnamed (+87479)",
Agap1,"unnamed (-43274), unnamed (-24620), unnamed (+63097), unnamed (+83953), unnamed (+122362), unnamed (+125266)",
Agbl3,"unnamed (-70842), unnamed (-53625), unnamed (-50511), unnamed (+45)",
Agfg1,unnamed (-2),
Agk,unnamed (+326),
Agpat4,"unnamed (-128078), unnamed (-83784), unnamed (-79838), unnamed (-74363), unnamed (-343), unnamed (+373), unnamed (+43778), unnamed (+76070), unnamed (+76529)",
Agps,unnamed (-18672),
Agrp,unnamed (-484),
Agtpbp1,unnamed (+47366),
Agtr1a,unnamed (-74978),
Agtrap,unnamed (+5398),
Ahctf1,unnamed (-11),
Ahdc1,"unnamed (-5774), unnamed (+55)",
Ahnak2,unnamed (+2171),
Ahsg,"unnamed (-10900), unnamed (-10574)",
Aida,unnamed (+2386),
Aif1l,unnamed (+10130),
Aimp1,unnamed (-92),
Aipl1,unnamed (+34110),
Ajuba,unnamed (+1917),
Ak3,unnamed (+1312),
Ak4,unnamed (+20755),
Ak8,"unnamed (+52481), unnamed (+56436)",
Akain1,unnamed (-21965),
Akap1,unnamed (-33244),
Akap10,"unnamed (-41840), unnamed (-179)",
Akap11,unnamed (-1902),
Akap12,"unnamed (-124494), unnamed (-55886)",
Akap4,unnamed (+120778),
Akap5,unnamed (+11890),
Akap6,"unnamed (-94633), unnamed (-27737), unnamed (+40267), unnamed (+135658), unnamed (+136082), unnamed (+148687), unnamed (+168828)",
Akap8,unnamed (+1605),
Akirin1,unnamed (-16),
Akna,"unnamed (-37131), unnamed (-14308), unnamed (-7223)",
Aknad1,unnamed (-390),
Akr1b3,unnamed (-16461),
Akr1c19,unnamed (+16710),
Akr1cl,unnamed (+4354),
