Gene.name,Species assembly: mm10,"Association rule: Single nearest gene: 500000 bp max extension, curated regulatory domains included"
0610040J01Rik,unnamed (+56907),
1110004E09Rik,unnamed (-160),
1110034G24Rik,unnamed (-37740),
1110038F14Rik,"unnamed (+25432), unnamed (+26062)",
1110051M20Rik,"unnamed (-55), unnamed (+26301)",
1110059G10Rik,unnamed (-22),
1190002N15Rik,"unnamed (+55559), unnamed (+327321), unnamed (+470699)",
1500009L16Rik,"unnamed (+63112), unnamed (+82739), unnamed (+113697), unnamed (+152039)",
1500011B03Rik,unnamed (+2268),
1500015O10Rik,"unnamed (-139805), unnamed (-135552), unnamed (-35467)",
1600012H06Rik,unnamed (-94),
1600014C23Rik,"unnamed (-133103), unnamed (-122192), unnamed (+10021)",
1700001O22Rik,"unnamed (+16906), unnamed (+43124)",
1700008P02Rik,"unnamed (-306521), unnamed (-108446), unnamed (-73387), unnamed (+237816)",
1700009N14Rik,unnamed (-1400),
1700011I03Rik,"unnamed (-25824), unnamed (+15343), unnamed (+29300)",
1700011L22Rik,unnamed (+72244),
1700012A03Rik,"unnamed (+117572), unnamed (+182477), unnamed (+230492)",
1700012B07Rik,"unnamed (-67759), unnamed (-64076), unnamed (-3772)",
1700018B08Rik,"unnamed (+50065), unnamed (+52920), unnamed (+69817), unnamed (+147358), unnamed (+149927), unnamed (+192603)",
1700025G04Rik,unnamed (+19417),
1700029I15Rik,unnamed (+6647),
1700029J07Rik,unnamed (-21),
1700034J05Rik,unnamed (+3796),
1700040L02Rik,"unnamed (-65087), unnamed (-64), unnamed (+12759), unnamed (+50137), unnamed (+76744)",
1700056E22Rik,"unnamed (-145), unnamed (+225420), unnamed (+226626), unnamed (+240193)",
1700067P10Rik,"unnamed (-9078), unnamed (+8050), unnamed (+11506)",
1700113H08Rik,unnamed (-472),
1700122O11Rik,"unnamed (+6630), unnamed (+49229)",
1700123L14Rik,unnamed (-97882),
1700129C05Rik,"unnamed (+50127), unnamed (+486114)",
1810011O10Rik,"unnamed (-6), unnamed (+54844), unnamed (+92283)",
1810013L24Rik,unnamed (+1029),
1810024B03Rik,unnamed (-39),
1810046K07Rik,unnamed (-70749),
1810055G02Rik,unnamed (+10957),
2010107E04Rik,unnamed (+14994),
2010109A12Rik,unnamed (+15545),
2300009A05Rik,unnamed (-22015),
2310030G06Rik,unnamed (-170),
2310057M21Rik,unnamed (+223),
2410131K14Rik,unnamed (+71533),
2510009E07Rik,"unnamed (+117900), unnamed (+118576)",
2610301B20Rik,"unnamed (-338427), unnamed (-99744)",
2610528J11Rik,"unnamed (-18026), unnamed (-10573)",
2700049A03Rik,unnamed (+61484),
2700081O15Rik,unnamed (-1328),
2900026A02Rik,"unnamed (-20823), unnamed (+19163)",
3110009E18Rik,unnamed (-106),
3110018I06Rik,unnamed (+28184),
3110021N24Rik,unnamed (+18989),
3425401B19Rik,unnamed (+24681),
4921504E06Rik,unnamed (+23),
4921536K21Rik,unnamed (+49),
4930404H24Rik,unnamed (+4279),
4930427A07Rik,unnamed (+69),
4930452B06Rik,"unnamed (-38492), unnamed (-158)",
4930453N24Rik,unnamed (+99712),
4930467E23Rik,"unnamed (-26347), unnamed (+55197), unnamed (+250396)",
4930504O13Rik,unnamed (-892),
4930522H14Rik,unnamed (-22651),
4930546C10Rik,"unnamed (-174584), unnamed (-168571), unnamed (-65682), unnamed (-45190), unnamed (-30014), unnamed (-26328), unnamed (+39300), unnamed (+40056), unnamed (+238898), unnamed (+258000)",
4930558K02Rik,"unnamed (-242337), unnamed (-233690), unnamed (-223765), unnamed (-208143), unnamed (-194083), unnamed (-79451), unnamed (-64735), unnamed (-25295)",
4930564D02Rik,unnamed (-5032),
4931406P16Rik,unnamed (-25051),
4931429L15Rik,unnamed (-149753),
